CompanyName,symbol,CIK,SIC,Email,NAICS,Sector,Address,Website,Industry,Telephone,Facsimile,Fiscal Year End,Business Description,Market
Strategic Resources Inc.,STI,815355,"
3599 ",info@strategic-res.com,Support Activities for Nonmetallic Minerals (except Fuels)(213115),Basic Materials,"625 Howe Street, 	Suite 410, 	Vancouver, BC, CAN, V6C 2T6	",https://www.strategic-res.com,Metals & Mining,+1 604 646-1890,+1 604 687-7041,"
	12/2018","Strategic Resources Inc is a Vancouver, Canada based mineral exploration and development company that will be focused on vanadium projects.",TSXV
Stamper Oil & Gas Corp.,STMP,1071172,"
",tmi@trivalence.com,Crude Petroleum Extraction(211120),Energy,"310-221 West Esplanade, 	North Vancouver, 	Vancouver, BC, CAN, V7M 3J3	",http://www.stamperoilandgas.com,Oil & Gas - E&P,+1 604 684-2401,+1 604 210-7849,"
	06/2018","Stamper Oil & Gas Corp is an exploration stage company. The company is engaged in the process of acquiring and exploring natural resource properties. Stamper Oil & Gas operates in one industry segment, that being the acquisition, exploration and development of potential oil and gas properties. It identifies and builds out a portfolio of high-impact oil and gas prospects, with a focus on Africa and Latin America.",TSXV
South Star Mining Corp.,STS,1307926,"
",ir@canadagold.com,All Other Metal Ore Mining(212299),Basic Materials,"750 West Pender Street, 	Suite 1200, 	Vancouver, BC, CAN, V6C 2T8	",http://www.southstarmining.com,Metals & Mining,+1 778 773-4560,,"
	12/2018","South Star Mining Corp is an exploration stage company. It is focused on the acquisition and development of near-term mine production projects in Brazil to maximize shareholder value. The company is developing the Santa Cruz Graphite project in the Bahia State, Brazil.",TSXV
Stuhini Exploration Ltd,STU,,"
7721 ",,Software Publishers(511210),Technology,"Westbrook PO, 	PO Box 34023, 	Calgary, AB, CAN, T3C 3W2	",https://www.vogogo.com,Application Software,+1 403 648-9292,+1 403 452-5066,"
	12/2018",Vogogo Inc operates its cryptocurrency mining activities in Quebec. This includes mining for cryptocurrencies for its own account and within mining pools. It continues to embrace blockchain technology; Vogogo is exploring opportunities in all aspects of the cryptocurrency segment.,TSXV
Starlight U.S. Multi-Family (No. 5) Core Fund,STUS.A,,"
7599 ",info@starlightus.com,Other Activities Related to Real Estate(531390),Real Estate,"3280 Bloor Street West, 	Suite 1400, 	Toronto, ON, CAN, M8X 2X3	",http://www.starlightus.com,Real Estate Services,+1 647 725-0417,+1 416 234-8445,"
	12/2018","Starlight US Multi-Family (No 5) Core Fund is a Canada-based company engaged in the financial industry. The Company operates as a real estate fund. The Fund acquires a portfolio of stabilized, Class ''A'' multi-family real estate properties in the southeastern United States. It is a closed-end fund, sponsored and asset-managed by Starlight Investments Ltd. The primary objective of the Fund is to generate stable monthly cash distributions for its unitholders and to enhance the value of its assets through active management prior to disposition.",TSXV
,STUS.U,,"
7599 ",info@starlightus.com,Other Activities Related to Real Estate(531390),Real Estate,"3280 Bloor Street West, 	Suite 1400, 	Toronto, ON, CAN, M8X 2X3	",http://www.starlightus.com,Real Estate Services,+1 647 725-0417,+1 416 234-8445,"
	12/2018","Starlight US Multi-Family (No 5) Core Fund is a Canada-based company engaged in the financial industry. The Company operates as a real estate fund. The Fund acquires a portfolio of stabilized, Class ''A'' multi-family real estate properties in the southeastern United States. It is a closed-end fund, sponsored and asset-managed by Starlight Investments Ltd. The primary objective of the Fund is to generate stable monthly cash distributions for its unitholders and to enhance the value of its assets through active management prior to disposition.",TSXV
Big Dougie Capital Corp.,STUV.P,,"
7215 ",,Offices of Other Holding Companies(551112),Industrials,"Dome Tower, 333 - 7th Avenue S.W, 	Suite 1600, 	Calgary, AB, CAN, T2P 2Z1	",,Conglomerates,,,"
	12/2018",Big Dougie Capital Corp is a capital pool company.,TSXV
Sugarbud Craft Growers Corp.,SUGR,,"
3741 ",victore@sugarbud.ca,Pharmaceutical Preparation Manufacturing(325412),Healthcare,"634 6th Avenue SW, 	Suite 620, 	Calgary, AB, CAN, T2P 0S4	",https://www.sugarbud.ca,Drug Manufacturers,+1 403 930-8513,,"
	12/2018","SugarBud Craft Growers Corp is an Alberta-based cannabis company. It is focused on a handcrafted, select batch, ultra-premium bud.",TSXV
,SUGR.WT,,,,,,,,,,,,,TSXV
Sun Metals Corp.,SUNM,,"
",,All Other Nonmetallic Mineral Mining(212399),Basic Materials,"1055 West Hastings Street, 	Suite 1900, 	Vancouver, BC, CAN, V6E 2E9	",https://www.sunmetals.ca,Metals & Mining,+1 604 683 7790,,"
	12/2018",Sun Metals Corp is an exploration stage company. The comapny operates in one operating segment namely mineral exploration in Canada.,TSXV
Northern Superior Resources Inc.,SUP,,"
",tmorris@nsuperior.com,Gold Ore Mining(212221),Basic Materials,"1351C Kelly Lake Road, 	Unit 7, 	Sudbury, ON, CAN, P3E 5P5	",http://www.nsuperior.com,Metals & Mining,+1 705 525-0992,+1 705 525-7701,"
	12/2018","Northern Superior Resources Inc is an exploration stage junior mining company. It is engaged in the identification, acquisition, evaluation, and exploration of gold properties in Ontario and Quebec. It currently operates in a single segment: being the mining business in Canada and all its resource properties and equipment are situated in Canada. Its properties include TI-PA-HAA-KAA-NING (TPK) Gold/Silver/Copper Property, Croteau Est Gold Property, Lac Surprise Gold Property and Wapistan Mineral Property.",TSXV
Surge Exploration Inc.,SUR,1497574,"
",info@surgeexploration.com,All Other Metal Ore Mining(212299),Basic Materials,"789 West Pender Street, 	Suite 1220, 	Vancouver, BC, CAN, V6C 1H2	",http://www.surgeexploration.com,Metals & Mining,+1 778 945-2656,,"
	12/2018","Surge Exploration Inc formerly, Copper Creek Gold Corp is an exploration stage company which is engaged in the acquisition, exploration and development of mineral properties. The company's only business activity is the exploration and development of exploration and evaluation properties carried out in Canada and Chile. The company holds an interest in Hedge Hog Property, Mineral Mountain and many more.",TSXV
SURGE COPPER CORP.,SURG,,"
",info@GoldReachResources.com,All Other Metal Ore Mining(212299),Basic Materials,"700 West Georgia Street, 	Suite 888, 	Vancouver, BC, CAN, V7Y 1G5	",https://www.surgecopper.com,Metals & Mining,+1 604 718-5454,+1 604 662-3791,"
	03/2018","Surge Copper Corp, formerly Gold Reach Resources Ltd is engaged principally in the acquisition, exploration, and development of mineral properties hosting copper, gold, silver and molybdenum prospects, which are located in central British Columbia. The company is evaluating the acquisition of additional mineral interests in Canada. The firm owns Ootsa Property, which contains the Seel and Ox deposits.",TSXV
Starlight U.S. Multi-Family (No. 1) Value-Add Fund,SUVA.A,,,,,,,,,,,,,TSXV
,SUVA.U,,,,,,,,,,,,,TSXV
Sernova Corp.,SVA,1491434,"
8693 ",info@sernova.com,Research and Development in Biotechnology (except Nanobiotechnology)(541714),Healthcare,"700 Collip Circle, The Stiller Centre, 	Suite 114, 	London, ON, CAN, N6G 4X8	",http://www.sernova.com,Medical Diagnostics & Research,+1 519 858-5126,+1 519 858-5099,"
	10/2018","Sernova Corp is a clinical-stage company developing products for the treatment of chronic debilitating diseases. The company is engaged in the research and development of its proprietary Cell Pouch and associated technologies including immune-protected therapeutic cells. It develops a commercially-viable treatment for insulin-dependent human diabetes and other metabolic, blood and neurological diseases with therapeutic cells placed into its implanted, prevascularized and scalable medical device.",TSXV
Silver One Resources Inc.,SVE,,"
",brad@bdcapital.com,Silver Ore Mining(212222),Basic Materials,"1040 West Georgia Street, 	Suite 410, 	Vancouver, BC, CAN, V6E 4H1	",https://www.silverone.com,Metals & Mining,+1 604 617-5421,+1 604 684-0642,"
	12/2018","Silver One Resources Inc is a Canada-based silver focused resource company. The company's principal activities include the acquisition, exploration, and development of mineral properties. It operates in a single reportable operating segment, being the acquisition, exploration, and retention of mineral property assets. The firm is planning an aggressive exploration program to update the historic resource estimates and explore the high-grade target on the Pluton project. It operates through two geographical segments namely Canada and Mexico.",TSXV
Silver Grail Resources Ltd.,SVG,,"
",dino.teuton@shawlink.ca,All Other Metal Ore Mining(212299),Basic Materials,"2130 Crescent Road, 		Victoria, BC, CAN, V8S 2H3	",http://www.silvergrail.com,Metals & Mining,+1 778 430-5680,+1 778 430-5681,"
	03/2018","Silver Grail Resources Ltd an exploration stage company engages in the acquisition and exploration of mineral properties in the province of British Columbia, Canada. The company explores for silver, gold, copper, zinc, and molybdenum minerals. It holds interests in the Clone, Konkin, Tonga-Fiji, Midas, Bay Silver, Silver Crown 6, and other properties located in the Stewart region of northwestern British Columbia; and the Harrison Lake property.",TSXV
StorageVault Canada Inc.,SVI,,"
9911 ",srs@accessstorage.ca,Other Commercial and Industrial Machinery and Equipment Rental and Leasing(532490),Industrials,"100 Canadian Road, 	Suite 1000, 	Toronto, ON, CAN, M1R 4Z5	",http://www.storagevaultcanada.com,Consulting & Outsourcing,+1 877 622-0205,+1 416 352-1744,"
	12/2018","StorageVault Canada Inc is engaged in the business of owning, operating and leasing storage to individual and commercial customers across Canada. The company operates through three segments. Its Self-Storage segment consists of renting space at the company's property for short or long-term storage which also includes space for storing vehicles and use for small commercial operations. The Portable Storage segment involves delivering a portable storage unit to the customer. The Management Division involves revenues generated from the management of stores owned by third parties. In addition, the company offers both self-storage and portable storage for rent on a weekly or monthly rental term for personal and business use.",TSXV
Solarvest BioEnergy Inc.,SVS,,"
7215 ",Info@solarvest.ca,Offices of Other Holding Companies(551112),Industrials,"439 Helmcken Street, 		Vancouver, BC, CAN, V6B 2E6	",http://www.solarvest.ca,Conglomerates,+1 604 684-3323,+1 604 684-3350,"
	07/2018","Solarvest BioEnergy Inc is engaged in the development of its algal-based production systems to produce natural based green commercial products including nutritional products, oils, and biologic therapies.",TSXV
Sarama Resources Ltd.,SWA,,"
",,Gold Ore Mining(212221),Basic Materials,"245 Churchill Avenue, 	Unit 8, Subiaco, 	Perth, WA, AUS, 6008	",http://www.saramaresources.com,Metals & Mining,+61 893637600,+61 893824308,"
	12/2018","Sarama Resources Ltd is an exploration-stage company engaged in the acquisition, exploration, and development of mineral properties. The company's principal business objective is to explore for and develop gold deposits in West Africa. It has exploration landholdings in Burkina Faso, Liberia, and Mali. Its Burkina Faso properties cover an area of approximately 2,925 square kilometers and Mali properties cover an area of approximately 146 square kilometers.",TSXV
Strata-X Energy Ltd.,SXE,1561650,"
",,Crude Petroleum Extraction(211120),Energy,"1620 Market Street, 	Suite 3W, 	Denver, CO, USA, 80202	",http://www.strata-x.com,Oil & Gas - E&P,+1 720 515-8793,,"
	06/2018","Strata-X Energy Ltd is engaged in the Energy business sector. The company is involved in the acquisition, exploration, and development of oil and gas properties. Its projects are Serowe CSG Project, Eagle Oil Project, and others. The company generates its revenue in the form of oil and gas sales.",TSXV
SLAM Exploration Ltd.,SXL,1395447,"
",,Gold Ore Mining(212221),Basic Materials,"789 West Pender Street, 	Suite 1128, 	Vancouver, BC, CAN, 	",http://www.slamexploration.com,Metals & Mining,,,"
	01/2018","Slam Exploration Ltd is a Canada-based mineral resource company. Principally, it is engaged in the acquisition, exploration, and development of exploration and evaluation properties in New Brunswick and Ontario, Canada. The company's project consists of Menneval gold project, Nash Creek zinc-lead-silver project, and Superjack zinc-lead-copper-silver project. Its Costigan zinc-lead-silver property comprises of over 24 claims. The company's Reserve Creek, Miminiska Lake, and Opikeigen Lake gold properties are located in the vicinity of Fort Hope at the east end of the prolific gold-producing Uchi region of northwestern Ontario.",TSXV
Skyharbour Resources Ltd.,SYH,1541190,"
",info@skyharbourltd.com,Uranium-Radium-Vanadium Ore Mining(212291),Basic Materials,"777 Dunsmuir Street, 	Suite 1610, 	Vancouver, BC, CAN, V7Y 1K4	",http://www.skyharbourltd.com,Metals & Mining,+1 604 687-3376,+1 604 687-3119,"
	03/2018","Skyharbour Resources Ltd is a Canada-based preeminent uranium and thorium exploration company. It is principally engaged in acquisition, exploration, and evaluation of resource properties in Saskatchewan, Canada. Its projects include Moore Lake Project, located on the southeastern ridge of the Athabasca Basin, in northern Saskatchewan, Falcon Point Project located on the east side of the Athabasca Basin and Preston Project located to the south of Arrow uranium deposit.",TSXV
Sylogist Ltd.,SYZ,1320452,"
7721 ",info@sylogist.com,Other Computer Related Services(541519),Technology,"5 Richard Way SW, 	Suite 102, 	Calgary, AB, CAN, T3E 7M8	",http://www.sylogist.com,Application Software,+1 403 266-4808,+1 403 233-0845,"
	09/2018","Sylogist Ltd is a software company that provides Enterprise Resource Planning solutions, including fund accounting, grant management and payroll to public service organizations. The company operates in one business segment that is Public Sector. It receives maximum revenue in the form of subscription maintenance. Geographically, the company offers its services to the United States of America and United Kingdom region.",TSXV
ScoZinc Mining Ltd.,SZM,1437561,"
",,All Other Metal Ore Mining(212299),Basic Materials,"Highway 224, 	Suite 15601, 	Cooks Brook, NS, CAN, B0N 1YO	",https://www.scozinc.com,Metals & Mining,+1 902 750-1010,+1 416 361-0923,"
	12/2018","ScoZinc Mining Ltd is Canada-based zinc- lead exploration and mine development company. Its mining and related activities include the exploration and evaluation of mineral property interests. The company has mineral deposits and mineral processing facilities in Nova Scotia, Canada. Its project includes the ScoZinc Mine restart plan.",TSXV
Tajiri Resources Corp.,TAJ,,"
",zdingsdale@telus.net,All Other Metal Ore Mining(212299),Basic Materials,"409 Granville Street, 	Suite 608, 	Vancouver, BC, CAN, V6C 1T2	",http://www.tajiriresources.com,Metals & Mining,+1 604 642-0115,+1 604 642-0116,"
	04/2018","Tajiri Resources Corp is engaged in acquisition and exploration of mineral properties in Canada and Guyana. The company's operations are exploring weathered bedrock to identify the sources of alluvial gold. Its project portfolio includes Kaburi Project located in Guyana; the Frenchman's Creek, Winter's Mine, Kanaimapu located in Guyana; and OGK Property located in British Columbia, Canada. Majority of the revenue is derived from its properties in Guyana.",TSXV
Petrotal Corp.,TAL,1462411,"
",info@petrotal-corp.com,Crude Petroleum Extraction(211120),Energy,"11451 Katy Freeway, 	Suite 500, 	Houston, TX, USA, 77079	",http://www.petrotal-corp.com,Oil & Gas - E&P,+1 713 894-4156,,"
	12/2018","PetroTal Corp is an oil and gas company domiciled in Canada. The company is engaged in the exploration, appraisal, and development of crude oil and natural gas in Peru, South America. It generates revenues from the sale of crude oil and royalties.",TSXV
TrustBIX Inc.,TBIX,,"
7721 ",,Software Publishers(511210),Technology,"10607 - 82 Street NW, 2nd Floor, 	Suite 200, 	Edmonton, AB, CAN, T6A 3N2	",http://www.trustbix.com,Application Software,+1 780 456-2207,,"
	/","TrustBIX Inc is focused on the global agricultural industries. Its focus is on Business information exchange (BIXS) and ViewTrak. BIXS integrate existing and new industry software for supply chain traceability, while protecting data security and individual privacy. ViewTrak offers Livestock Information Technology through the development of hardware and software solutions to serve all sectors of the livestock industry.",TSXV
Tetra Bio-Pharma Inc.,TBP,,"
3741 ",investors@tetrabiopharma.com,"Research and Development in the Physical, Engineering, and Life Sciences(541710)",Healthcare,"365 rue St-Jean, 	Suite 122, 	Longueuil, QC, CAN, J4H 2X7	",http://www.tetrabiopharma.com,Biotechnology,+1 343 780-2020,+1 343 689-0716,"
	11/2018","Tetra Bio Pharma Inc is a multi-subsidiary publicly traded company engaged in the development of biopharmaceuticals and natural health products containing cannabis and other medicinal plant-based elements. The company is engaged in pain management research including medical cannabis, consultations, and acquisitions. It focuses on combining traditional methods of medicinal cannabis use with the supporting scientific validation and safety data required for inclusion into the existing biopharma industry by regulators physicians and insurance companies.",TSXV
,TBP.WT,,"
3741 ",investors@tetrabiopharma.com,"Research and Development in the Physical, Engineering, and Life Sciences(541710)",Healthcare,"365 rue St-Jean, 	Suite 122, 	Longueuil, QC, CAN, J4H 2X7	",http://www.tetrabiopharma.com,Biotechnology,+1 343 780-2020,+1 343 689-0716,"
	11/2018","Tetra Bio Pharma Inc is a multi-subsidiary publicly traded company engaged in the development of biopharmaceuticals and natural health products containing cannabis and other medicinal plant-based elements. The company is engaged in pain management research including medical cannabis, consultations, and acquisitions. It focuses on combining traditional methods of medicinal cannabis use with the supporting scientific validation and safety data required for inclusion into the existing biopharma industry by regulators physicians and insurance companies.",TSXV
Timberline Resources Corporation,TBR,1288750,"
1041 ",,Gold Ore Mining(212221),Basic Materials,"101 East Lakeside Avenue, 		Coeur d'Alene, ID, USA, 83814	",http://www.timberline-resources.com,Metals & Mining,+1 208 664-4859,+1 208 664-4860,"
	09/2018","Timberline Resources Corp is a mineral exploration company. It is principally engaged in the business of exploring for precious metal deposits and advancing them towards production. The company holds mineral prospects for exploration around Nevada mainly for target commodities of gold and silver. Some of its properties include Talapoosa Project, Eureka property, ICBM Project, Seven Troughs and Wolfpack Gold Properties, and Butte Highlands Gold Project.",TSXV
Thunderbird Entertainment Group Inc.,TBRD,,"
9612 ",investors@thunderbird.tv,Media Representatives(541840),Consumer Cyclical,"401 - 533 Smithe St., 		Vancouver, BC, Canada, V6B 6H1	",http://www.thunderbird.tv,Entertainment,+1 604 683-3555,+1 604 707-0378,"
	12/2017","Thunderbird Entertainment is a multi-platform media production, distribution & rights management company. Our award winning programs cover multiple genres with a focus on kids & family entertainment, scripted comedy, drama & factual/non-scripted content.",TSXV
Timia Capital Corp.,TCA,,"
7299 ",,Investment Advice(523930),Financial Services,"415 West Cordova Street, 	Suite 207, 	Vancouver, BC, CAN, V6B 1E5	",http://www.timiacapital.com,Asset Management,+1 604 398-8839,+1 604 398-8839,"
	11/2018","Timia Capital Corp is engaged in providing financing to North American technology companies in exchange for either variable monthly payments structured as a percentage of revenue, subject to minimum monthly payments or a fixed schedule of predetermined monthly payments. In addition to the capital injection, companies receiving financing from the company receive a suite of value-added services such as benchmarking performance against industry best practices, and quarterly educational seminars.",TSXV
Trenchant Capital Corp.,TCC,,"
7299 ",,Other Financial Vehicles(525990),Financial Services,"1021 West Hastings Street, 	9th Floor, 	Vancouver, BC, CAN, V6E 0C3	",http://www.trenchantcapital.net,Asset Management,+1 604 307-4274,,"
	03/2018",Trenchant Capital Corp is a Canada based investment issuer. The company is in the business of providing special situation debt financing to established companies.,TSXV
,TCC.DB,,"
7299 ",,Other Financial Vehicles(525990),Financial Services,"1021 West Hastings Street, 	9th Floor, 	Vancouver, BC, CAN, V6E 0C3	",http://www.trenchantcapital.net,Asset Management,+1 604 307-4274,,"
	03/2018",Trenchant Capital Corp is a Canada based investment issuer. The company is in the business of providing special situation debt financing to established companies.,TSXV
,TCC.DB.A,,,,,,,,,,,,,TSXV
Transcontinental Gold Corp.,TCG.P,,"
7214 ",,Investment Advice(523930),Financial Services,"580 Hornby Street, 	Suite 890, 	Vancouver, BC, CAN, V6C 3B6	",,Asset Management,+1 604 694-6539,+1 604 642-6577,"
	12/2018",Transcontinental Gold Corp is a capital pool company.,TSXV
Target Capital Inc.,TCI,,"
7214 ",contact@cbi2.com,Portfolio Management(523920),Financial Services,"407 - 3rd Street SW, 	Suite 300, 3rd Floor, Northland Place, 	Calgary, AB, CAN, T2P 4Z2	",https://www.cbi2.com,Asset Management,+1 403 351-1779,,"
	03/2018","CBi2 Capital Corp is engaged in making investments in private companies including small start-up operations and land development corporations, develop and manage early state cannabis investment opportunities, explore and invest in a number of investment opportunities in the medical and recreational cannabis industry and in businesses offering ancillary supportive products and services.",TSXV
Transatlantic Mining Corp.,TCO,,"
3599 ",,Support Activities for Nonmetallic Minerals (except Fuels)(213115),Basic Materials,"1199 West Hastings Street, 	Suite 800, 	Vancouver, BC, CAN, V6E 3T5	",http://www.transatlanticminingcorp.com,Metals & Mining,+1 604 630-3838,+1 888 241-5996,"
	12/2018","Transatlantic Mining Corp is a junior mineral exploration company. The company is engaged in the acquisition and exploration of mineral property interests. Its projects include US Grant Mine, Kearsarge Project, and Monitor Project. The US Grant Mine is located approximately 2 km southeast of Virginia City, and The Kearsarge Gold Project is located approximately 8 km southeast of Virginia City.",TSXV
Telo Genomics Corp.,TELO,,"
8681 ",joe@boury.ca,Medical Laboratories(621511),Healthcare,"101 College Street, 	Suite 200, 	Toronto, ON, CAN, M5G 1L7	",http://www.3dsignatures.com,Medical Diagnostics & Research,+1 204 582-0922,+1 204 666-4098,"
	06/2018","Telo Genomics Corp, formerly 3D Signatures Inc is a personalized medicine company. The company through its wholly owned subsidiary is engaged in the development and commercialization of diagnostic and prognostic products. Its proprietary software platform based on the three-dimensional analysis of chromosomal signatures. The company is developing five diagnostic and prognostic products for cancers and neurological disorders.",TSXV
Tembo Gold Corp.,TEM,,"
",,Gold Ore Mining(212221),Basic Materials,"1090 West Georgia Street, 	Suite 1305, 	Vancouver, BC, CAN, V6E 3V7	",http://www.tembogold.com,Metals & Mining,+1 604 685-9316,+1 604 683-1585,"
	12/2017",Tembo Gold Corp is a junior mineral exploration company currently engaged in the acquisition and exploration of mineral properties located in Tanzania and the rest of Africa. It is engaged in the exploration and development of unproven exploration and evaluation assets. The company currently has a 100% interest in the 110km Tembo Gold Project that is located in the prolific Lake Victoria Greenstone belt in Tanzania.,TSXV
Terraco Gold Corp.,TEN,1262885,"
",info@terracogold.com,All Other Nonmetallic Mineral Mining(212399),Basic Materials,"1055 West Hastings Street, 	Suite 2390, 	Vancouver, BC, CAN, V6E 2E9	",http://www.terracogold.com,Metals & Mining,+1 604 443-3830,+1 604 682-3860,"
	07/2018",Terraco Gold Corp is a precious metal royalty and exploration company. The company is engaged in the acquisition and exploration of mineral properties and the acquisition of royalty assets. It currently has exploration properties and royalty assets in the United States of America. Terraco operates in one reportable business segment: the exploration and development of unproven exploration and evaluation assets and royalty assets. The company projects inlcude Spring Valley and Moonlight. It also holds a 100% interest in the Almaden (Nutmeg Mountain) Project.,TSXV
Tesoro Minerals Corp.,TES,,"
",,Gold Ore Mining(212221),Basic Materials,"700 West Pender Street, 	Suite 915, 	Vancouver, BC, CAN, V6E 1G8	",http://www.tesoromineralscorp.com,Metals & Mining,+1 604 349-1244,,"
	10/2018","Tesoro Minerals Corp is a Canadian mineral exploration company. It is engaged in the acquisition, exploration, and evaluation of resource properties. The company's projects are Tolimo and Quindio, Arboledas Gold Project and Surata Gold Project mineral property claims located in Colombia.",TSXV
FluroTech Ltd.,TEST,,"
3999 ",,Other Industrial Machinery Manufacturing(333249),Healthcare,"3553 - 31 Street NW, 	Alastair Ross Technology Centre, Centre 111, 	Calgary, AB, CAN, T2L 2K7	",https://www.flurotech.com,Medical Devices,+1 403 680-0644,,"
	12/2018",FluroTech Ltd is a technology and marketing company. Its core business is focused on the commercialization of new technologies in the cannabis industry. Its product includes CompleTest.,TSXV
Tethyan Resources PLC,TETH,,"
",info@tpjunction.com,Gold Ore Mining(212221),Basic Materials,"10 Bond Street, 	First Floor, 	St Helier, , JEY, JE2 3NP	",https://www.tethyan-resources.com,Metals & Mining,+44 1534881885,,"
	12/2018","Tethyan Resources PLC is principally engaged in the identification, acquisition, and development of mineral projects. It explores gold, copper-gold, and other minerals. The company's current focus is Serbia; however, it is also evaluating opportunities elsewhere in the Western Tethyan Metallogenic Belt region, including in Serbia's neighboring countries of Kosovo, Bulgaria, and Macedonia. The company operates in a single segment.",TSXV
Trifecta Gold Ltd.,TG,,"
",,Gold Ore Mining(212221),Basic Materials,"510 West Hastings Street, 	Suite 1016, 	Vancouver, BC, CAN, V6B 1L8	",https://www.trifectagold.com,Metals & Mining,+1 604 687-2522,+1 604 688-2578,"
	12/2018","Trifecta Gold Ltd is a precious metal-focused exploration company in Canada. The company's principal business activity is the acquisition, exploration, and evaluation of mineral properties. The company focuses on exploring for gold and silver ores. It focuses on developing gold projects including Eureka Project, Trident Gold Project, Triple Crown and Treble and Yuge.",TSXV
Tornado Global Hydrovacs Ltd.,TGH,,"
3299 ",,"Industrial Truck, Tractor, Trailer, and Stacker Machinery Manufacturing(333924)",Industrials,"7015 Macleod Trail SW, 	Suite 510, 	Calgary, AB, CAN, T2H 2K6	",http://www.tghl.ca,Truck Manufacturing,+1 403 204-6333,+1 403 263-3652,"
	12/2018","Tornado Global Hydrovacs Ltd is a Canada based truck manufacturer. The company, through its subsidiaries, designs, fabricates, manufactures and sells hydrovac trucks to excavation service providers in the municipal and oil and gas markets in North America and has expanded into China. It has two geographic operating segments; North American Manufacturing and Sales Operations and its China Operation. The majority of its revenue is derived from the North America manufacturing segment.",TSXV
Tiger International Resources Inc.,TGR,1083285,"
",26981@sbcglobal.net,All Other Nonmetallic Mineral Mining(212399),Basic Materials,"26981 Highwood Circle, 		Laguna Hills, CA, USA, 92653	",http://www.tigerresources.com,Metals & Mining,+1 949 362-1600,+1 949 362-5055,"
	04/2018",Tiger International Resources Inc is a Canadian exploration company which is primarily engaged in the exploration and development of mining properties. The company holds an interest in Esperanza Project.,TSXV
Tango Mining Limited,TGV,,"
",dmoroney@wiklow.com,Support Activities for Coal Mining(213113),Basic Materials,"5626 Larch Street, 	Suite 202, 	Vancouver, BC, CAN, V6M 4E1	",http://www.tangomining.com,Coal,+1 604 696-4236,+1 604 608-9809,"
	08/2018","Tango Mining Ltd is a Canadian diversified junior mining company. The company's reportable segments are The operation of thermal coal, metallurgical and processing plants under engineering contracts and, The acquisition, exploration, evaluation, and development of mineral properties. It generates its revenue from the Coal Processing Services. Its portfolio includes Diamonds- Middlepits, Diamonds-Mano River, Coal- Metallurgical and Mining projects and others.",TSXV
True North Gems Inc.,TGX,1222659,"
",,All Other Nonmetallic Mineral Mining(212399),Basic Materials,"1055 West Georgia Street, 	Suite 700, PO Box 11108, 	Vancouver, BC, CAN, V6E 3P3	",http://www.truenorthgems.com,Metals & Mining,+1 604 687-8055,+1 604 899-1240,"
	12/2018","True North Gems Inc is engaged in the exploration and development of colored gemstone deposits in Greenland and Canada. The company operates through the acquisition, exploration, and development of mineral properties segment. It owns the Aappaluttoq Ruby and Pink Sapphire Deposit, which is located in southwest Greenland, south of the capital Nuuk. The firm holds Tsa da Glisza Property and Baffin Island Property.",TSXV
"Thunder Mountain Gold, Inc.",THM,711034,"
1041 ",jim@thundermountaingold.com,Gold Ore Mining(212221),Basic Materials,"11770 W. President Drive, 	Suite F, 	Boise, ID, USA, 83713	",http://www.thundermountaingold.com,Metals & Mining,+1 208 658-1037,,"
	12/2018","Thunder Mountain Gold Inc is a US-based mineral exploration stage company. It is engaged in exploring mining properties that have the potential to produce gold, silver, base metals and other commodities. Primarily the company holds interests in the South Mountain and Trout Creek Project. The South Mountain project covers an area of approximately 1,500 acres located in Owyhee County, Idaho; and the Trout Creek project includes over 70 unpatented mining claims covering an area of approximately 1,500 acres situated in the Eureka-Battle Mountain trend of central Nevada.",TSXV
Totally Hip Technologies Inc.,THP,1038180,"
7721 ",info@totallyhip.com,Software Publishers(511210),Technology,"889 West Pender Street, 	Suite 702, 	Vancouver, BC, CAN, V6C 3B2	",http://www.totallyhip.com,Application Software,+1 604 683-3288,,"
	09/2018",Totally Hip Technologies Inc is seeking new business opportunities.,TSXV
Therma Bright Inc.,THRM,,"
3741 ",info@jenexcorp.com,Pharmaceutical Preparation Manufacturing(325412),Healthcare,"132-1173 Dundas Street East, 	Suite M002, 	Toronto, ON, CAN, M4M 3P1	",http://www.thejenexcorporation.com,Biotechnology,+1 844 274-6837,,"
	07/2018","Therma Bright Inc is a Canada based medical technology company focused on providing dermatological products in the medical device field. It has a proprietary thermal therapy technology which uses heat and light energy to provide topical relief to skin irritations resulting from insect bites, stings, and prevention of cold sores. The company's products include TherOZap and Intercept CS. The Intercept CS system provides controlled topical heat, without the risk of burning the skin, which will naturally prevent cold sore outbreaks. The TherOZap thermal therapy reduces the inflammatory response, relieving the symptoms of pain, itch, and inflammation associated with bites and stings.",TSXV
Thor Explorations Ltd.,THX,,"
",info@thorexpl.com,Gold Ore Mining(212221),Basic Materials,"1075 West Georgia Street, 	Suite 220, 	Vancouver, BC, CAN, V6E 3C9	",http://www.thorexpl.com,Metals & Mining,+1 778 373-0102,+1 604 639-4670,"
	12/2018","Thor Explorations Ltd is a junior natural resources company engaged in acquiring, exploring & developing mineral properties focused on early-stage gold exploration projects located in West Africa. It is geographically operating in Senegal, Burkina Faso, British Virgin, Nigeria, and Canada. Its project includes Segiliola Gold, Douta, and Central Hounde.",TSXV
